"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
219,-8.076391,-34.895985,120.61,104.38,129.97,123.62,129.46,132.08,1,0,2,0,2,2
798,-8.072939,-34.895676,105.29,121.523333333333,106.556666666667,108.756666666667,122.556666666667,126.123333333333,1,0,2,0,1,1
253,-8.076256,-34.899773,122.256666666667,110.423333333333,124.49,135.256666666667,142.956666666667,142.556666666667,2,1,1,1,2,2
2613,-8.064446,-34.889416,127.423333333333,132.656666666667,130.556666666667,131.856666666667,126.09,137.723333333333,1,2,4,2,0,1
1884,-8.068819,-34.888874,121.49,136.423333333333,128.19,122.723333333333,107.256666666667,120.323333333333,0,1,4,1,0,1
2662,-8.064005,-34.901463,135.356666666667,120.99,130.89,117.356666666667,129.156666666667,115.056666666667,1,2,2,2,2,1
726,-8.073252,-34.896473,93.29,113.023333333333,97.79,102.756666666667,125.123333333333,129.056666666667,1,0,2,0,2,1
1839,-8.068915,-34.891163,123.556666666667,132.39,130.956666666667,120.29,80.79,130.756666666667,0,1,3,1,0,1
1741,-8.06922,-34.889549,125.423333333333,130.59,134.856666666667,113.556666666667,102.69,133.89,0,1,3,1,0,1
2904,-8.061242,-34.904232,134.54,114.54,128.465,130.865,128.69,128.54,2,3,3,3,3,2
1850,-8.068885,-34.888741,117.065,131.39,127.915,126.015,104.065,120.34,0,1,4,1,0,1
1056,-8.071979,-34.89204,106.156666666667,111.956666666667,119.756666666667,92.5233333333333,108.423333333333,128.49,0,0,3,0,1,1
863,-8.072692,-34.896442,103.156666666667,104.49,120.623333333333,99.0233333333333,119.59,129.79,1,0,2,0,1,1
1893,-8.068786,-34.891117,123.356666666667,132.223333333333,130.99,113.723333333333,81.4233333333333,125.323333333333,0,1,3,1,0,1
907,-8.072565,-34.896191,106.423333333333,104.99,115.523333333333,98.6233333333333,119.39,128.09,1,0,2,0,1,1
1262,-8.07068,-34.892048,114.556666666667,127.523333333333,123.59,115.556666666667,107.59,132.856666666667,0,1,3,1,1,1
673,-8.073753,-34.898277,120.29,109.34,95.14,103.14,129.09,130.29,1,0,2,0,2,1
677,-8.073727,-34.900501,118.69,114.29,112.59,126.79,142.34,130.54,1,1,1,1,2,2
1117,-8.071461,-34.900787,117.89,118.69,113.79,114.656666666667,135.19,124.956666666667,1,1,1,1,2,1
1059,-8.071959,-34.897236,115.59,109.29,118.29,105.24,127.64,126.59,1,0,2,0,1,1
620,-8.074096,-34.899632,124.423333333333,106.323333333333,100.99,114.99,135.623333333333,140.223333333333,1,1,1,1,2,2
2141,-8.067605,-34.893211,116.09,131.04,120.04,111.79,126.24,114.59,0,1,3,1,0,0
1697,-8.069309,-34.895466,95.89,114.256666666667,121.056666666667,95.8566666666667,112.79,114.99,0,1,2,1,1,0
2743,-8.063569,-34.895435,135.19,106.09,127.156666666667,133.456666666667,131.556666666667,126.156666666667,1,2,3,2,1,0
1129,-8.071365,-34.900772,121.49,119.156666666667,112.89,118.723333333333,129.89,120.19,1,1,1,1,2,1
685,-8.073663,-34.897976,113.99,96.24,89.24,102.99,132.09,130.99,1,0,2,0,2,1
601,-8.074213,-34.900158,118.523333333333,106.99,91.5233333333333,120.856666666667,130.523333333333,138.756666666667,1,1,1,1,2,2
342,-8.075788,-34.893932,111.89,116.865,122.915,108.89,122.615,136.915,1,0,2,0,2,2
2584,-8.064787,-34.894169,136.765,114.54,130.64,130.24,119.54,111.715,0,2,3,2,0,0
1572,-8.069633,-34.898239,101.223333333333,116.356666666667,116.456666666667,112.69,118.19,99.29,1,1,2,1,1,1
215,-8.0764,-34.895985,124.24,106.19,130.54,123.956666666667,129.173333333333,139.356666666667,1,0,2,0,2,2
2067,-8.068199,-34.89196,108.99,138.24,122.99,109.64,115.89,116.14,0,1,3,1,0,0
569,-8.07434,-34.890224,99.74,133.965,120.365,119.44,117.065,136.715,1,0,3,0,1,2
1601,-8.069568,-34.890842,108.723333333333,132.456666666667,124.256666666667,114.79,102.923333333333,106.056666666667,0,1,3,1,0,1
2224,-8.066949,-34.89381,120.14,133.24,121.94,117.39,124.94,109.44,0,1,3,1,0,0
1412,-8.070072,-34.889942,103.69,137.323333333333,131.923333333333,121.256666666667,114.323333333333,128.423333333333,0,1,3,1,0,1
1969,-8.068591,-34.897282,110.756666666667,114.056666666667,116.59,108.723333333333,128.656666666667,101.19,0,1,2,1,1,0
836,-8.072829,-34.895279,93.2233333333333,118.69,94.29,111.09,117.656666666667,128.556666666667,1,0,2,0,1,1
824,-8.072875,-34.89423,100.223333333333,112.69,112.59,86.29,111.623333333333,124.323333333333,0,0,2,0,1,1
994,-8.072353,-34.89658,99.7566666666667,105.056666666667,122.956666666667,97.29,126.623333333333,130.356666666667,1,0,2,0,1,1
2501,-8.065456,-34.892818,137.44,120.69,131.54,127.89,118.94,123.54,0,2,3,2,0,0
2054,-8.068295,-34.89175,108.79,129.59,127.39,122.956666666667,114.456666666667,111.223333333333,0,1,3,1,0,0
1923,-8.068697,-34.896336,108.123333333333,118.59,116.956666666667,116.09,121.356666666667,112.556666666667,0,1,2,1,1,0
1225,-8.070791,-34.892506,96.14,125.49,125.34,106.29,110.34,114.44,0,1,3,1,1,1
1138,-8.071302,-34.900803,120.923333333333,121.556666666667,112.456666666667,123.19,130.49,124.256666666667,1,1,1,1,2,1
930,-8.072524,-34.892223,107.023333333333,127.656666666667,122.223333333333,105.556666666667,115.123333333333,126.523333333333,0,0,3,0,1,1
1542,-8.069708,-34.898113,101.656666666667,116.99,121.923333333333,109.756666666667,122.09,101.623333333333,1,1,2,1,1,1
2419,-8.065804,-34.890656,137.015,138.365,137.79,131.415,118.94,120.315,0,2,4,2,0,0
161,-8.07663,-34.899662,123.89,103.256666666667,129.09,131.256666666667,133.856666666667,140.423333333333,2,1,1,1,2,2
349,-8.075749,-34.896191,116.656666666667,115.59,127.29,121.056666666667,128.123333333333,134.423333333333,1,0,2,0,2,2
939,-8.072496,-34.892406,112.123333333333,124.19,114.156666666667,109.89,108.223333333333,121.59,0,0,3,0,1,1
2746,-8.063555,-34.89521,137.223333333333,104.79,131.19,131.99,130.856666666667,120.356666666667,1,2,3,2,1,0
183,-8.076477,-34.899712,125.456666666667,104.323333333333,121.123333333333,130.756666666667,140.056666666667,141.656666666667,2,1,1,1,2,2
1871,-8.068839,-34.900284,109.256666666667,108.556666666667,120.056666666667,120.49,122.356666666667,99.89,1,1,2,1,2,1
671,-8.073764,-34.898312,120.215806451613,98.9018279569893,98.0717204301075,103.392150537634,135.284623655914,133.381397849462,1,0,2,0,2,2
400,-8.075469,-34.900028,128.056666666667,113.923333333333,116.923333333333,131.723333333333,138.49,137.39,2,1,1,1,2,2
975,-8.072412,-34.892193,110.24,111.79,120.24,90.49,106.69,125.24,0,0,3,0,1,1
2582,-8.064793,-34.89418,137.456666666667,109.856666666667,130.123333333333,131.39,115.456666666667,113.523333333333,0,2,3,2,0,0
2653,-8.064037,-34.885757,116.123333333333,133.056666666667,135.756666666667,127.623333333333,140.556666666667,140.123333333333,1,2,5,2,0,1
2716,-8.063722,-34.897202,126.89,103.14,127.79,96.19,124.29,119.74,1,2,3,2,1,0
698,-8.073535,-34.900536,126.89,122.623333333333,120.29,126.99,146.156666666667,138.723333333333,1,1,1,1,2,2
2144,-8.067559,-34.893311,119.456666666667,121.956666666667,122.223333333333,107.923333333333,119.856666666667,111.623333333333,0,1,3,1,0,0
1300,-8.070552,-34.900898,126.723333333333,125.156666666667,119.923333333333,121.656666666667,134.79,127.756666666667,1,1,1,1,2,1
1766,-8.069142,-34.895718,105.54,126.69,115.24,108.29,109.39,117.59,0,1,2,1,1,0
1260,-8.070687,-34.900879,129.023333333333,124.623333333333,119.423333333333,123.123333333333,135.823333333333,127.39,1,1,1,1,2,1
663,-8.073782,-34.898426,115.59,104.04,95.665,109.315,129.765,132.29,1,0,1,0,2,2
611,-8.074147,-34.899914,118.256666666667,102.756666666667,95.5233333333333,115.223333333333,137.723333333333,141.456666666667,1,1,1,1,2,2
148,-8.076735,-34.896873,119.59,90.9233333333333,130.59,114.19,129.523333333333,138.356666666667,1,0,2,0,2,2
865,-8.07269,-34.900665,123.456666666667,116.99,123.956666666667,123.856666666667,138.39,127.123333333333,1,1,1,1,2,2
66,-8.077325,-34.898479,114.54,85.04,123.615,125.89,131.115,136.09,2,0,1,0,2,2
2143,-8.067572,-34.900764,113.89,106.323333333333,110.99,107.023333333333,119.156666666667,108.49,1,2,2,2,2,1
1363,-8.070302,-34.900936,126.89,127.423333333333,114.556666666667,122.09,136.456666666667,129.123333333333,1,1,1,1,2,1
1822,-8.068971,-34.895992,103.44,121.84,120.24,103.49,108.39,122.34,0,1,2,1,1,0
2684,-8.063892,-34.901459,138.056666666667,124.323333333333,130.723333333333,118.49,131.456666666667,120.69,1,2,2,2,2,1
2426,-8.065799,-34.88969,142.29,132.423333333333,137.79,128.423333333333,105.256666666667,133.99,0,2,4,2,0,1
1320,-8.070483,-34.893185,108.19,118.223333333333,124.956666666667,104.323333333333,109.823333333333,101.99,0,1,3,1,1,1
2450,-8.065789,-34.890377,135.456666666667,131.823333333333,134.423333333333,131.69,109.023333333333,126.423333333333,0,2,4,2,0,0
1204,-8.070863,-34.900864,126.223333333333,127.656666666667,122.723333333333,124.156666666667,140.523333333333,132.656666666667,1,1,1,1,2,1
2030,-8.068453,-34.896824,109.59,124.09,115.956666666667,115.056666666667,120.39,117.59,0,1,2,1,1,0
2946,-8.059464,-34.906647,136.09,130.74,131.34,131.04,139.49,134.74,3,4,3,4,3,2
2223,-8.066951,-34.894489,111.423333333333,118.19,128.123333333333,125.756666666667,123.89,93.1566666666667,0,1,3,1,1,0
1777,-8.069118,-34.895737,105.723333333333,115.956666666667,117.056666666667,105.256666666667,119.89,116.39,0,1,2,1,1,0
459,-8.075163,-34.900124,126.14,115.19,120.39,132.39,138.49,134.54,2,1,1,1,2,2
876,-8.072644,-34.890686,99.6566666666667,130.39,125.19,113.723333333333,104.59,135.79,0,1,3,1,1,1
1753,-8.069181,-34.891357,122.756666666667,135.056666666667,131.323333333333,118.656666666667,91.89,141.756666666667,0,1,3,1,0,1
2103,-8.068008,-34.892281,123.923333333333,124.123333333333,124.223333333333,106.623333333333,118.123333333333,107.49,0,1,3,1,0,0
1694,-8.069315,-34.895363,99.49,120.49,113.54,100.29,120.69,112.84,0,1,2,1,1,0
896,-8.072589,-34.891289,95.7233333333333,126.09,117.59,106.556666666667,110.456666666667,134.19,0,0,3,0,1,1
20,-8.077503,-34.899101,123.023333333333,79.0233333333333,118.356666666667,120.956666666667,129.59,141.29,2,0,1,0,3,2
2177,-8.067168,-34.894035,113.69,131.556666666667,128.923333333333,121.956666666667,122.99,102.123333333333,0,1,3,1,0,0
853,-8.072738,-34.896675,106.423333333333,93.69,124.756666666667,86.9233333333333,124.656666666667,133.523333333333,1,0,2,0,1,1
366,-8.075634,-34.89344,117.94,122.39,123.64,107.04,125.34,135.04,1,0,2,0,2,2
456,-8.075184,-34.892033,119.523333333333,128.356666666667,131.023333333333,99.09,120.856666666667,137.923333333333,1,0,3,0,1,2
2885,-8.061624,-34.902161,137.823333333333,114.223333333333,129.556666666667,131.223333333333,124.49,134.156666666667,2,3,3,3,2,1
1236,-8.070749,-34.892464,103.29,128.656666666667,128.556666666667,108.623333333333,106.823333333333,114.223333333333,0,1,3,1,1,1
933,-8.07251,-34.894516,87.39,107.39,114.94,85.34,111.49,122.19,0,0,2,0,1,1
2636,-8.064182,-34.885574,113.69,141.14,133.94,123.04,140.29,142.34,1,2,5,2,0,1
2220,-8.066973,-34.894524,120.223333333333,116.29,122.49,120.123333333333,129.756666666667,95.99,0,1,3,1,1,0
961,-8.072455,-34.894058,107.823333333333,123.856666666667,113.823333333333,112.49,119.656666666667,135.99,0,0,2,0,1,1
1101,-8.071591,-34.895306,104.423333333333,107.856666666667,118.623333333333,90.3233333333333,122.623333333333,121.923333333333,0,0,2,0,1,1
638,-8.073975,-34.900448,118.49,122.19,121.79,131.79,145.09,140.19,1,1,1,1,2,2
1857,-8.068869,-34.890717,126.123333333333,128.29,128.99,111.323333333333,90.1233333333333,126.656666666667,0,1,3,1,0,1
1397,-8.070124,-34.890697,114.656666666667,115.49,114.29,101.323333333333,86.79,124.823333333333,0,1,3,1,0,1
454,-8.075194,-34.90012,122.056666666667,113.223333333333,128.223333333333,132.923333333333,139.456666666667,138.223333333333,2,1,1,1,2,2
1954,-8.068623,-34.897186,112.79,117.04,118.19,111.04,129.99,109.79,0,1,2,1,1,0
2025,-8.068464,-34.897129,106.79,122.19,114.056666666667,123.456666666667,130.123333333333,111.19,0,1,2,1,1,0
1745,-8.069209,-34.888126,122.59,129.89,134.94,124.49,117.79,128.24,0,1,4,1,0,1
297,-8.076015,-34.899841,123.99,116.89,119.29,137.99,137.69,140.223333333333,2,1,1,1,2,2
2687,-8.063882,-34.893871,133.49,113.656666666667,128.656666666667,129.256666666667,129.223333333333,122.623333333333,0,2,3,2,0,0
1098,-8.071628,-34.90078,126.956666666667,117.956666666667,124.756666666667,115.423333333333,132.69,131.156666666667,1,1,1,1,2,1
870,-8.072655,-34.89642,109.29,109.24,121.69,104.69,128.44,120.64,1,0,2,0,1,1
477,-8.075004,-34.900188,130.69,125.24,124.94,133.24,140.64,139.09,2,1,1,1,2,2
1451,-8.069962,-34.896267,99.69,110.19,119.09,97.84,123.64,123.09,0,1,2,1,1,1
165,-8.07661,-34.896557,114.256666666667,101.89,128.323333333333,113.256666666667,128.556666666667,138.556666666667,1,0,2,0,2,2
1140,-8.07129,-34.900772,117.89,118.59,126.09,123.74,138.29,128.69,1,1,1,1,2,1
892,-8.072603,-34.896721,94.465,95.365,121.19,89.915,131.69,134.715,1,0,2,0,1,1
125,-8.076917,-34.899548,123.156666666667,109.423333333333,121.923333333333,134.39,133.556666666667,138.69,2,1,1,1,2,2
2819,-8.062757,-34.897285,133.64,116.44,129.29,110.79,128.99,118.49,1,2,3,2,1,0
670,-8.073764,-34.898315,120.99,101.09,94.94,103.69,137.59,132.04,1,0,2,0,2,2
2253,-8.066782,-34.894844,117.29,131.223333333333,128.923333333333,127.69,122.056666666667,103.723333333333,0,1,3,1,1,0
1565,-8.069653,-34.898186,103.523333333333,113.156666666667,114.956666666667,114.223333333333,117.323333333333,103.856666666667,1,1,2,1,1,1
1827,-8.068959,-34.895988,101.956666666667,119.89,111.356666666667,103.823333333333,118.256666666667,112.323333333333,0,1,2,1,1,0
2463,-8.065717,-34.889511,136.69,131.056666666667,134.956666666667,118.59,107.49,135.79,0,2,4,22.5034866181931,0,1
1356,-8.070341,-34.893436,102.49,123.623333333333,118.856666666667,109.156666666667,115.623333333333,100.556666666667,0,1,3,1,1,1
2581,-8.064805,-34.885067,117.656666666667,133.523333333333,133.29,118.456666666667,133.323333333333,135.423333333333,1,2,5,2,0,1
1403,-8.070107,-34.889618,119.423333333333,133.223333333333,132.056666666667,117.29,113.39,136.69,0,1,3,1,0,1
1502,-8.069831,-34.896339,106.223333333333,96.9233333333333,110.956666666667,87.09,121.956666666667,123.756666666667,0,1,2,1,1,1
883,-8.072623,-34.896706,106.523333333333,96.8566666666667,123.656666666667,90.3233333333333,130.623333333333,136.056666666667,1,0,2,0,1,1
2789,-8.063093,-34.886887,126.223333333333,137.723333333333,141.69,138.59,144.256666666667,144.956666666667,1,3,5,3,0,1
574,-8.074308,-34.890236,98.99,137.34,120.44,119.19,115.09,134.04,1,0,3,0,1,2
2481,-8.065599,-34.887295,119.24,131.965,130.415,125.09,125.09,132.915,1,2,4,2,0,1
1460,-8.069945,-34.897495,108.256666666667,120.256666666667,117.99,112.79,121.39,107.09,1,1,2,1,1,1
1678,-8.069362,-34.895401,109.013076923077,116.503846153846,116.797692307692,98.0315384615385,113.676153846154,117.519230769231,0,1,2,1,1,0
1151,-8.071214,-34.900806,127.523333333333,122.99,118.356666666667,124.656666666667,135.856666666667,122.256666666667,1,1,1,1,2,1
2226,-8.066935,-34.892582,136.256666666667,128.99,127.89,124.39,120.856666666667,106.856666666667,0,1,3,1,0,0
1714,-8.069274,-34.895439,107.356666666667,114.19,120.856666666667,103.856666666667,114.223333333333,114.69,0,1,2,1,1,0
987,-8.072389,-34.892269,116.79,116.29,122.99,96.54,109.34,126.34,0,0,3,0,1,1
269,-8.076176,-34.894966,116.323333333333,110.023333333333,127.156666666667,104.256666666667,127.956666666667,137.356666666667,1,0,2,0,2,2
