"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
2220,-8.066973,-34.894524,120.223333333333,116.29,122.49,120.123333333333,129.756666666667,95.99,0,1,3,1,1,0
2919,-8.060712,-34.905216,136.823333333333,120.956666666667,125.956666666667,128.423333333333,129.956666666667,130.523333333333,2,3,3,3,3,2
2835,-8.062466,-34.887657,134.14,137.34,141.94,140.34,141.89,142.54,1,3,4,3,0,1
541,-8.074502,-34.900291,119.756666666667,114.356666666667,117.323333333333,124.523333333333,139.123333333333,135.29,1,1,1,1,2,2
1950,-8.068634,-34.891079,487.235100403994,127.156666666667,120.656666666667,119.156666666667,105.49,105.156666666667,0,1,3,1,0,1
223,-8.076381,-34.895958,118.723333333333,106.523333333333,131.79,129.656666666667,130.156666666667,139.69,1,0,2,0,2,2
203,-8.076425,-34.895607,111.89,94.2233333333333,132.523333333333,112.29,130.89,136.223333333333,1,0,2,0,2,2
278,-8.076126,-34.895023,118.023333333333,106.89,131.19,103.356666666667,127.356666666667,142.156666666667,1,0,2,0,2,2
2721,-8.063667,-34.894779,133.556666666667,101.956666666667,126.69,135.956666666667,123.19,117.223333333333,1,2,3,2,1,0
150,-8.07672,-34.899605,125.24,107.69,127.79,134.49,131.74,138.44,2,1,1,1,2,2
1622,-8.06952,-34.895069,106.056666666667,129.69,119.123333333333,112.756666666667,114.056666666667,116.223333333333,0,1,2,1,1,1
1203,-8.070868,-34.891937,101.423333333333,130.323333333333,126.723333333333,112.29,89.99,126.69,0,1,3,1,1,1
2848,-8.062385,-34.887772,136.89,133.056666666667,142.656666666667,141.89,142.623333333333,150.123333333333,1,3,4,3,0,1
2261,-8.066756,-34.892712,133.39,123.023333333333,125.923333333333,130.823333333333,120.156666666667,100.156666666667,0,1,3,1,0,0
1408,-8.070085,-34.897396,99.79,117.423333333333,116.656666666667,109.79,122.523333333333,98.4566666666667,0,1,2,1,1,1
441,-8.075302,-34.900066,126.59,117.956666666667,120.623333333333,134.09,138.623333333333,138.723333333333,2,1,1,1,2,2
858,-8.072716,-34.896481,96.2233333333333,100.123333333333,117.69,93.3566666666667,122.623333333333,125.656666666667,1,0,2,0,1,1
2057,-8.068281,-34.890709,126.623333333333,130.89,136.49,116.89,92.29,128.623333333333,0,1,3,1,0,1
2324,-8.066267,-34.893406,123.856666666667,115.423333333333,120.656666666667,123.856666666667,117.69,106.823333333333,0,1,3,1,0,0
1188,-8.070965,-34.890694,110.423333333333,117.923333333333,124.256666666667,101.223333333333,97.2566666666667,127.723333333333,0,1,3,1,1,1
2716,-8.063722,-34.897202,126.89,103.14,127.79,96.19,124.29,119.74,1,2,3,2,1,0
1474,-8.069911,-34.897598,105.59,113.24,116.64,115.065,119.49,103.365,1,1,2,1,1,1
2947,-8.059426,-34.906693,138.623333333333,127.356666666667,131.623333333333,131.023333333333,141.023333333333,136.523333333333,3,4,3,4,3,2
2317,-8.066323,-34.893246,129.39,116.44,125.59,125.34,113.34,105.39,0,1,3,1,0,0
1186,-8.070982,-34.891933,109.456666666667,130.99,127.99,112.356666666667,88.89,136.156666666667,0,1,3,1,1,1
2188,-8.067126,-34.894146,121.923333333333,130.823333333333,127.023333333333,119.523333333333,110.39,102.523333333333,0,1,3,1,0,0
605,-8.074191,-34.890305,94.19,134.64,118.19,114.19,125.94,127.74,1,0,3,0,1,2
1562,-8.069654,-34.895889,92.24,122.69,119.19,107.89,117.34,119.04,0,1,2,1,1,1
1136,-8.071307,-34.895546,115.456666666667,110.49,120.423333333333,94.3566666666667,119.423333333333,109.456666666667,0,0,2,0,1,1
1193,-8.070944,-34.896862,91.79,119.99,117.49,113.156666666667,123.79,122.423333333333,0,1,2,1,1,1
2864,-8.062272,-34.901726,138.19,119.44,129.89,132.09,131.59,126.59,2,3,3,3,2,1
1488,-8.06987,-34.890347,116.523333333333,139.223333333333,132.823333333333,120.99,110.123333333333,122.29,0,1,3,1,0,1
1375,-8.07023,-34.893658,102.44,119.19,117.64,106.04,100.84,108.39,0,1,3,1,1,1
1388,-8.070148,-34.897366,104.756666666667,112.49,113.59,112.323333333333,123.19,98.89,0,1,2,1,1,1
2899,-8.06135,-34.903572,135.623333333333,113.69,131.89,133.556666666667,128.223333333333,129.49,2,3,3,3,2,1
2516,-8.065353,-34.893871,131.89,127.023333333333,127.79,126.09,119.556666666667,114.523333333333,0,2,3,2,0,0
2854,-8.062372,-34.887772,137.909512195122,133.28756097561,143.329024390244,143.668048780488,139.738780487805,147.258292682927,1,3,4,3,0,1
506,-8.074719,-34.890553,116.315,125.64,132.64,98.315,132.24,146.04,1,0,3,0,1,2
646,-8.073911,-34.898907,113.19,101.156666666667,89.9233333333333,110.923333333333,131.856666666667,130.29,1,0,1,0,2,2
1617,-8.069528,-34.894989,106.023333333333,130.223333333333,115.123333333333,112.956666666667,106.79,109.756666666667,0,1,2,1,1,1
2037,-8.06841,-34.891472,107.24,125.84,130.64,110.04,118.89,118.94,0,1,3,1,0,0
1985,-8.068571,-34.891151,121.356666666667,126.123333333333,120.856666666667,118.99,102.69,104.756666666667,0,1,3,1,0,1
358,-8.075687,-34.893345,121.515,125.09,128.965,101.165,125.315,138.29,1,0,2,0,2,2
1425,-8.070026,-34.896133,102.69,120.49,120.04,113.09,125.29,118.14,0,1,2,1,1,1
2677,-8.063921,-34.885921,117.59,134.14,134.44,127.39,141.49,142.99,1,2,5,2,0,1
611,-8.074147,-34.899914,118.256666666667,102.756666666667,95.5233333333333,115.223333333333,137.723333333333,141.456666666667,1,1,1,1,2,2
968,-8.072436,-34.892334,106.323333333333,123.456666666667,126.356666666667,105.756666666667,104.39,120.156666666667,0,0,3,0,1,1
733,-8.073227,-34.896519,99.64,106.99,102.64,100.14,120.29,133.54,1,0,2,0,2,1
2554,-8.065003,-34.885441,119.756666666667,132.456666666667,139.456666666667,123.456666666667,118.09,135.89,1,2,5,2,0,1
2001,-8.068544,-34.891232,113.84,127.24,121.24,112.39,112.89,106.84,0,1,3,1,0,1
1884,-8.068819,-34.888874,121.49,136.423333333333,128.19,122.723333333333,107.256666666667,120.323333333333,0,1,4,1,0,1
1944,-8.068651,-34.896645,110.29,121.49,118.623333333333,114.923333333333,123.49,104.456666666667,0,1,2,1,1,0
2347,-8.066082,-34.888832,125.64,137.04,132.565,127.84,104.115,141.54,0,2,4,2,0,1
1249,-8.070719,-34.89222,103.19,125.79,118.89,113.09,107.29,123.823333333333,0,1,3,1,1,1
844,-8.072794,-34.896667,104.156666666667,99.5233333333333,123.156666666667,91.2566666666667,123.856666666667,128.456666666667,1,0,2,0,1,1
399,-8.075471,-34.896286,116.04,114.59,134.14,121.64,132.04,134.59,1,0,2,0,2,2
1137,-8.071306,-34.897022,101.49,117.123333333333,122.756666666667,118.89,131.056666666667,121.323333333333,1,1,2,1,1,1
2603,-8.064565,-34.897106,127.39,100.79,122.94,94.24,126.44,111.19,1,2,3,2,1,0
1499,-8.069836,-34.897339,110.39,113.39,112.04,109.69,121.44,110.49,0,1,2,1,1,1
2719,-8.063684,-34.901447,138.89,126.956666666667,131.756666666667,119.556666666667,130.99,131.923333333333,1,2,2,2,2,1
2820,-8.062757,-34.88731,132.19,139.59,142.656666666667,131.49,138.823333333333,144.123333333333,1,3,4,3,0,1
2939,-8.059921,-34.906113,136.723333333333,134.99,132.29,128.79,136.623333333333,133.856666666667,3,3,3,3,3,2
1181,-8.071026,-34.891804,99.69,119.34,125.19,99.24,104.44,128.09,0,1,3,1,1,1
2687,-8.063882,-34.893871,133.49,113.656666666667,128.656666666667,129.256666666667,129.223333333333,122.623333333333,0,2,3,2,0,0
1239,-8.070743,-34.900875,119.99,128.723333333333,118.456666666667,120.123333333333,131.056666666667,137.156666666667,1,1,1,1,2,1
881,-8.072627,-34.896404,103.19,112.29,123.49,105.89,124.723333333333,125.823333333333,1,0,2,0,1,1
1779,-8.069114,-34.888294,120.29,130.19,133.856666666667,126.056666666667,112.223333333333,128.256666666667,0,1,4,1,0,1
929,-8.072525,-34.896744,109.923333333333,103.323333333333,118.39,89.0566666666667,121.456666666667,138.856666666667,1,0,2,0,1,1
2295,-8.066511,-34.896854,119.79,103.64,113.99,97.14,120.29,92.04,0,1,2,1,1,0
1927,-8.068686,-34.898205,96.9566666666667,106.456666666667,119.19,97.7233333333333,127.323333333333,96.9233333333333,1,1,2,1,1,1
606,-8.074184,-34.900387,122.99,105.04,119.74,114.34,144.54,135.19,1,1,1,1,2,2
2742,-8.063576,-34.89555,138.19,104.54,127.54,133.04,133.09,121.44,1,2,3,2,1,0
1444,-8.069985,-34.890697,113.94,111.74,112.49,98.74,86.54,126.29,0,1,3,1,0,1
1343,-8.070404,-34.900921,122.323333333333,129.59,115.823333333333,125.99,133.523333333333,126.656666666667,1,1,1,1,2,1
2440,-8.065792,-34.8904,134.723333333333,132.99,136.79,129.89,115.623333333333,126.723333333333,0,2,4,2,0,0
53,-8.077359,-34.898823,121.623333333333,84.0677777777778,121.512222222222,119.678888888889,124.112222222222,137.351111111111,2,0,1,0,2,2
1472,-8.069916,-34.894363,108.39,125.29,124.823333333333,113.856666666667,114.723333333333,104.623333333333,0,1,3,1,1,1
749,-8.073195,-34.896366,94.4566666666667,115.023333333333,107.523333333333,104.59,113.556666666667,124.19,1,0,2,0,2,1
2485,-8.065572,-34.887161,118.256666666667,131.69,124.156666666667,121.89,122.123333333333,133.623333333333,1,2,4,2,0,1
359,-8.075682,-34.899948,127.156666666667,109.79,124.39,129.39,133.523333333333,139.09,2,1,1,1,2,2
2931,-8.060486,-34.90546,136.29,122.223333333333,131.023333333333,131.29,136.056666666667,128.79,3,3,3,3,3,2
1459,-8.069946,-34.897518,107.44,116.69,121.64,109.49,119.49,114.34,1,1,2,1,1,1
2129,-8.06778,-34.900604,108.79,108.19,110.59,104.89,115.656666666667,111.323333333333,1,2,2,2,2,1
2650,-8.064065,-34.897079,131.623333333333,108.323333333333,124.123333333333,109.923333333333,126.523333333333,111.223333333333,1,2,3,2,1,0
1688,-8.069335,-34.895428,108.89,116.64,124.34,97.79,112.69,114.79,0,1,2,1,1,0
2784,-8.063164,-34.886806,133.623333333333,133.556666666667,141.523333333333,141.29,144.123333333333,148.356666666667,1,3,5,3,0,1
1426,-8.070022,-34.896179,108.49,120.39,115.49,102.79,123.59,121.39,0,1,2,1,1,1
744,-8.073205,-34.896538,99.89,107.756666666667,114.956666666667,100.49,121.39,132.19,1,0,2,0,2,1
2253,-8.066782,-34.894844,117.29,131.223333333333,128.923333333333,127.69,122.056666666667,103.723333333333,0,1,3,1,1,0
2535,-8.065174,-34.886002,128.54,131.315,136.965,129.915,120.69,138.09,1,2,4,2,0,1
1238,-8.070745,-34.892376,109.69,127.14,116.64,104.24,114.44,118.99,0,1,3,1,1,1
2311,-8.066375,-34.889538,128.856666666667,123.923333333333,134.39,109.29,101.99,142.19,0,2,4,2,0,1
488,-8.074883,-34.891087,114.656666666667,122.023333333333,128.123333333333,98.2566666666667,126.756666666667,146.29,1,0,3,0,1,2
250,-8.076267,-34.895248,111.956666666667,104.69,128.623333333333,113.856666666667,131.423333333333,135.69,1,0,2,0,2,2
944,-8.072493,-34.896759,107.215,100.14,114.99,93.54,119.59,132.415,1,0,2,0,1,1
5,-8.077547,-34.899319,127.59,110.89,130.923333333333,138.29,135.823333333333,135.123333333333,2,0,1,0,3,2
1680,-8.069358,-34.895401,108.54,114.84,116.165,96.14,113.565,117.615,0,1,2,1,1,0
1030,-8.072129,-34.890697,104.156666666667,127.423333333333,125.59,108.156666666667,97.5566666666667,141.056666666667,0,1,3,1,1,1
2482,-8.065588,-34.893734,129.215,121.015,127.59,129.465,119.415,114.69,0,2,3,2,0,0
2254,-8.066779,-34.894936,119.69,123.29,127.64,122.04,123.19,99.99,0,1,3,1,1,0
180,-8.076488,-34.895973,115.89,101.823333333333,126.323333333333,119.59,130.323333333333,140.823333333333,1,0,2,0,2,2
2229,-8.066916,-34.896221,117.59,116.523333333333,118.723333333333,115.29,129.523333333333,106.123333333333,0,1,3,1,1,0
371,-8.0756,-34.893547,114.923333333333,116.623333333333,126.656666666667,107.39,122.29,136.023333333333,1,0,2,0,2,2
2068,-8.068197,-34.890114,125.99,134.323333333333,131.923333333333,120.923333333333,100.556666666667,122.19,0,1,3,1,0,1
1957,-8.068611,-34.891102,121.89,131.115,123.09,119.515,92.74,107.415,0,1,3,1,0,1
2165,-8.06725,-34.892426,133.49,125.556666666667,124.223333333333,116.523333333333,117.356666666667,105.19,0,1,3,1,0,0
28,-8.07748,-34.899185,128.423333333333,85.0566666666667,121.423333333333,122.456666666667,127.123333333333,134.823333333333,2,0,1,0,3,2
1068,-8.07188,-34.892014,105.356666666667,116.823333333333,123.823333333333,93.99,111.123333333333,133.456666666667,0,0,3,0,1,1
1609,-8.06955,-34.895008,102.69,128.723333333333,114.856666666667,110.69,110.99,114.323333333333,0,1,2,1,1,1
2611,-8.064463,-34.885262,107.523333333333,138.323333333333,134.156666666667,118.523333333333,135.723333333333,134.556666666667,1,2,5,2,0,1
1108,-8.07152,-34.900784,122.39,112.59,121.54,116.54,136.54,125.89,1,1,1,1,2,1
1463,-8.069942,-34.890179,105.656666666667,140.623333333333,126.456666666667,127.323333333333,113.89,128.79,0,1,3,1,0,1
2623,-8.064322,-34.889355,126.323333333333,135.423333333333,128.356666666667,134.29,128.79,135.19,1,2,4,2,0,1
2412,-8.065809,-34.890656,136.223333333333,137.89,137.223333333333,132.39,119.156666666667,121.556666666667,0,2,4,2,0,0
444,-8.075283,-34.892357,111.89,128.79,125.456666666667,99.39,125.856666666667,136.99,1,0,3,0,1,2
1401,-8.070114,-34.889782,111.83,136.93,127.21,117.11,116.23,130.35,0,1,3,1,0,1
1451,-8.069962,-34.896267,99.69,110.19,119.09,97.84,123.64,123.09,0,1,2,1,1,1
2050,-8.06833,-34.896645,106.44,103.99,107.19,92.19,117.19,109.34,0,1,2,1,1,0
769,-8.073114,-34.896576,94.4566666666667,108.39,120.656666666667,103.69,123.99,116.656666666667,1,0,2,0,2,1
65,-8.077327,-34.898586,123.356666666667,83.1566666666667,120.956666666667,120.923333333333,131.223333333333,137.256666666667,2,0,1,0,2,2
1423,-8.070032,-34.897415,101.856666666667,109.99,119.823333333333,106.823333333333,113.99,107.423333333333,0,1,2,1,1,1
1484,-8.069882,-34.894314,103.69,124.256666666667,128.223333333333,116.156666666667,118.59,105.523333333333,0,1,3,1,1,1
2504,-8.065434,-34.886726,121.723333333333,134.69,131.456666666667,126.656666666667,119.756666666667,131.756666666667,1,2,4,2,0,1
2308,-8.066401,-34.893074,133.756666666667,114.723333333333,130.023333333333,128.256666666667,118.923333333333,95.0233333333333,0,1,3,1,0,0
1523,-8.069767,-34.900772,121.09,128.09,120.456666666667,125.723333333333,133.856666666667,129.956666666667,1,1,1,1,2,1
1455,-8.069952,-34.889473,127.723333333333,122.623333333333,132.19,110.323333333333,111.623333333333,140.49,0,1,3,1,0,1
2263,-8.066739,-34.895012,121.723333333333,117.823333333333,130.156666666667,120.156666666667,122.056666666667,98.99,0,1,3,1,1,0
2339,-8.066155,-34.893528,130.64,117.24,123.14,124.79,114.54,111.99,0,1,3,1,0,0
1104,-8.071577,-34.892117,105.323333333333,125.856666666667,126.356666666667,109.19,90.6566666666667,137.29,0,1,3,1,1,1
2609,-8.064489,-34.894333,134.423333333333,113.823333333333,126.823333333333,131.456666666667,122.49,120.256666666667,0,2,3,2,1,0
1073,-8.071859,-34.897263,104.056666666667,114.79,122.523333333333,104.023333333333,129.923333333333,114.323333333333,1,0,2,0,1,1
1270,-8.070659,-34.892033,103.89,133.056666666667,125.423333333333,109.923333333333,104.556666666667,126.256666666667,0,1,3,1,1,1
1895,-8.068774,-34.889645,125.656666666667,133.156666666667,135.223333333333,118.923333333333,104.09,135.956666666667,0,1,3,1,0,1
182,-8.076481,-34.8997,119.623333333333,110.79,122.59,130.856666666667,132.823333333333,143.723333333333,2,1,1,1,2,2
532,-8.074536,-34.890198,96.7566666666667,128.756666666667,121.323333333333,103.79,121.99,137.523333333333,1,0,3,0,1,2
848,-8.072757,-34.895153,104.223333333333,120.656666666667,101.056666666667,101.123333333333,117.89,126.356666666667,1,0,2,0,1,1
1074,-8.071855,-34.890694,106.19,122.49,122.723333333333,109.323333333333,97.1233333333333,135.856666666667,0,1,3,1,1,1
2873,-8.062162,-34.901833,127.823333333333,115.856666666667,132.09,128.79,127.256666666667,118.923333333333,2,3,3,3,2,1
292,-8.076042,-34.896107,122.823333333333,115.59,134.756666666667,125.79,129.123333333333,137.223333333333,1,0,2,0,2,2
1381,-8.070202,-34.893818,105.49,114.29,118.423333333333,111.056666666667,107.023333333333,96.6233333333333,0,1,3,1,1,1
287,-8.076077,-34.894661,119.69,104.84,126.54,113.19,126.34,139.54,1,0,2,0,2,2
2591,-8.064696,-34.885094,105.29,136.423333333333,130.223333333333,114.756666666667,131.69,134.656666666667,1,2,5,2,0,1
674,-8.073746,-34.898251,124.29,101.156666666667,93.3233333333333,104.19,128.856666666667,129.69,1,0,2,0,2,1
2583,-8.064793,-34.889526,131.99,129.99,127.69,132.756666666667,122.623333333333,138.623333333333,0,2,4,2,0,1
107,-8.077043,-34.899479,120.456666666667,107.856666666667,125.956666666667,136.856666666667,134.256666666667,140.223333333333,2,1,1,1,3,2
909,-8.072561,-34.894447,99.94,126.34,106.49,101.29,120.19,132.99,0,0,2,0,1,1
2314,-8.06635,-34.896816,128.123333333333,99.79,122.156666666667,112.856666666667,124.79,91.6233333333333,0,1,3,1,1,0
458,-8.075171,-34.891991,110.19,122.39,131.256666666667,95.2566666666667,122.09,144.623333333333,1,0,3,0,1,2
456,-8.075184,-34.892033,119.523333333333,128.356666666667,131.023333333333,99.09,120.856666666667,137.923333333333,1,0,3,0,1,2
2465,-8.065699,-34.892563,140.29,127.99,128.49,131.54,112.79,109.99,0,2,3,2,0,0
1553,-8.069685,-34.889503,128.356666666667,129.19,132.756666666667,107.123333333333,103.39,138.79,0,1,3,1,0,1
997,-8.072342,-34.89212,116.223333333333,107.39,122.59,87.0233333333333,108.423333333333,124.423333333333,0,0,3,0,1,1
375,-8.075582,-34.89315,116.39,119.24,129.54,106.14,119.74,132.74,1,0,2,0,2,2
2145,-8.067552,-34.89674,113.89,107.84,105.69,91.94,120.39,106.04,0,1,2,1,1,0
255,-8.076238,-34.895157,121.723333333333,97.7566666666667,126.356666666667,109.856666666667,127.323333333333,136.323333333333,1,0,2,0,2,2
2441,-8.065792,-34.889744,138.023333333333,133.69,133.956666666667,127.39,98.0566666666667,131.956666666667,0,2,4,2,0,1
2506,-8.065421,-34.886696,128.756666666667,129.456666666667,131.656666666667,128.59,120.623333333333,128.09,1,2,4,2,0,1
773,-8.073077,-34.894119,91.99,106.223333333333,104.623333333333,88.2566666666667,113.023333333333,113.756666666667,0,0,2,0,1,1
2361,-8.065978,-34.896664,124.223333333333,110.856666666667,126.523333333333,112.49,121.19,108.356666666667,0,2,3,2,1,0
507,-8.074711,-34.890541,113.956666666667,124.29,132.99,95.79,125.09,146.823333333333,1,0,3,0,1,2
2018,-8.068484,-34.897278,103.323333333333,113.956666666667,116.39,115.49,124.823333333333,102.923333333333,0,1,2,1,1,0
368,-8.075617,-34.89624,115.556666666667,118.09,127.09,121.856666666667,126.756666666667,136.19,1,0,2,0,2,2
2911,-8.06103,-34.904888,136.99,114.09,126.64,128.29,132.04,129.24,2,3,3,3,3,2
2150,-8.067466,-34.893505,111.64,118.99,117.54,111.19,126.34,114.34,0,1,3,1,0,0
914,-8.072553,-34.900673,117.656666666667,124.956666666667,125.69,121.256666666667,140.356666666667,128.056666666667,1,1,1,1,2,2
623,-8.074086,-34.899586,116.99,104.923333333333,97.5233333333333,110.523333333333,134.056666666667,138.556666666667,1,1,1,1,2,2
2917,-8.060746,-34.905182,136.44,125.94,127.29,132.04,138.44,131.39,2,3,3,3,3,2
2578,-8.064871,-34.88512,120.823333333333,130.89,130.39,119.423333333333,131.323333333333,129.59,1,2,5,2,0,1
2770,-8.063306,-34.901398,141.09,132.09,131.89,126.856666666667,135.123333333333,133.823333333333,2,2,2,2,2,1
2636,-8.064182,-34.885574,113.69,141.14,133.94,123.04,140.29,142.34,1,2,5,2,0,1
976,-8.072409,-34.896553,98.59,100.94,113.24,92.99,129.74,126.54,1,0,2,0,1,1
1371,-8.070262,-34.890694,115.29,110.69,117.64,100.49,84.44,129.64,0,1,3,1,0,1
624,-8.074077,-34.89954,116.34,98.89,98.59,108.49,136.19,135.04,1,1,1,1,2,2
184,-8.076467,-34.896065,123.19,95.965,126.815,115.865,128.965,141.065,1,0,2,0,2,2
515,-8.07465,-34.893642,105.59,112.29,114.94,89.24,116.49,126.89,1,0,2,0,1,2
2076,-8.068144,-34.89204,116.856666666667,128.49,125.29,114.89,115.89,120.256666666667,0,1,3,1,0,0
2661,-8.064007,-34.889172,126.99,130.556666666667,132.823333333333,131.456666666667,129.49,138.356666666667,1,2,4,2,0,1
2843,-8.062396,-34.887768,136.09,132.623333333333,142.456666666667,141.756666666667,143.723333333333,145.856666666667,1,3,4,3,0,1
