"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
328,-8.075851,-34.899895,122.723333333333,112.056666666667,121.79,132.423333333333,140.823333333333,138.123333333333,2,1,1,1,2,2
1601,-8.069568,-34.890842,108.723333333333,132.456666666667,124.256666666667,114.79,102.923333333333,106.056666666667,0,1,3,1,0,1
938,-8.072496,-34.89674,104.99,104.178888888889,113.69,93.29,121.423333333333,132.123333333333,1,0,2,0,1,1
710,-8.073412,-34.900562,128.94,117.69,121.34,125.99,142.34,134.54,1,1,1,1,2,2
739,-8.073216,-34.896381,93.59,113.04,91.94,104.29,119.44,127.54,1,0,2,0,2,1
340,-8.0758,-34.896179,122.623333333333,106.456666666667,130.823333333333,120.856666666667,132.09,138.423333333333,1,0,2,0,2,2
1818,-8.068977,-34.897396,109.24,101.49,116.94,92.14,121.39,105.59,0,1,2,1,1,1
1609,-8.06955,-34.895008,102.69,128.723333333333,114.856666666667,110.69,110.99,114.323333333333,0,1,2,1,1,1
630,-8.074041,-34.900433,122.356666666667,124.656666666667,118.523333333333,124.69,142.79,138.423333333333,1,1,1,1,2,2
565,-8.074368,-34.890247,95.19,134.69,127.956666666667,115.856666666667,120.023333333333,132.523333333333,1,0,3,0,1,2
1094,-8.071667,-34.892143,105.89,122.24,123.79,106.39,97.79,137.765,0,0,3,0,1,1
1378,-8.07021,-34.900913,118.04,125.09,118.89,127.89,131.19,125.84,1,1,1,1,2,1
726,-8.073252,-34.896473,93.29,113.023333333333,97.79,102.756666666667,125.123333333333,129.056666666667,1,0,2,0,2,1
2577,-8.064881,-34.897038,125.59,102.59,126.656666666667,93.9233333333333,126.456666666667,108.856666666667,1,2,3,2,1,0
447,-8.075267,-34.893456,117.556666666667,111.723333333333,126.923333333333,106.356666666667,114.256666666667,130.423333333333,1,0,2,0,2,2
818,-8.072897,-34.895874,103.14,122.04,117.94,107.34,117.54,127.99,1,0,2,0,1,1
2316,-8.066339,-34.901146,122.923333333333,117.623333333333,124.79,112.69,125.59,112.823333333333,1,2,2,2,2,1
492,-8.074843,-34.89098,113.99,125.623333333333,133.756666666667,104.223333333333,127.956666666667,145.656666666667,1,0,3,0,1,2
1842,-8.068908,-34.900112,100.19,113.99,122.556666666667,114.656666666667,118.09,105.256666666667,1,1,2,1,2,1
504,-8.074734,-34.900234,119.756666666667,109.656666666667,117.99,125.623333333333,138.79,138.923333333333,1,1,1,1,2,2
2589,-8.064724,-34.893314,133.223333333333,124.623333333333,128.623333333333,124.823333333333,125.59,121.49,0,2,3,2,0,0
2789,-8.063093,-34.886887,126.223333333333,137.723333333333,141.69,138.59,144.256666666667,144.956666666667,1,3,5,3,0,1
756,-8.073167,-34.896305,92.79,113.69,95.74,115.74,119.09,132.59,1,0,2,0,1,1
75,-8.077266,-34.899399,125.79,112.056666666667,120.423333333333,135.823333333333,133.49,139.69,2,0,1,0,3,2
2389,-8.065831,-34.891518,140.823333333333,135.49,132.356666666667,128.256666666667,113.39,110.656666666667,0,2,3,2,0,0
2791,-8.063063,-34.897285,131.59,97.9233333333333,116.723333333333,98.79,127.756666666667,115.856666666667,1,2,3,2,1,0
1035,-8.07211,-34.894859,86.79,107.123333333333,108.59,89.7233333333333,105.756666666667,120.923333333333,0,0,2,0,1,1
1043,-8.07205,-34.897167,106.09,115.19,123.256666666667,107.256666666667,129.39,128.256666666667,1,0,2,0,1,1
2330,-8.066232,-34.893524,129.823333333333,123.423333333333,128.49,121.623333333333,113.023333333333,111.223333333333,0,1,3,1,0,0
2713,-8.06373,-34.896984,129.723333333333,101.623333333333,127.456666666667,119.923333333333,128.423333333333,113.356666666667,1,2,3,2,1,0
2949,-8.059369,-34.906765,139.456666666667,126.756666666667,132.956666666667,132.423333333333,141.49,133.156666666667,3,4,3,4,3,2
457,-8.075178,-34.900124,117.856666666667,118.656666666667,124.156666666667,129.523333333333,139.156666666667,139.59,2,1,1,1,2,2
2265,-8.066721,-34.896595,112.123333333333,108.923333333333,124.623333333333,113.823333333333,127.09,87.8233333333333,0,1,3,1,1,0
353,-8.075722,-34.893696,112.023333333333,118.556666666667,122.89,105.19,120.523333333333,136.956666666667,1,0,2,0,2,2
2017,-8.068487,-34.890724,129.69,126.956666666667,134.756666666667,112.456666666667,95.5233333333333,119.723333333333,0,1,3,1,0,1
479,-8.074966,-34.900185,120.84,114.49,119.19,129.64,142.09,131.99,2,1,1,1,2,2
1481,-8.069892,-34.895988,91.5566666666667,122.156666666667,115.256666666667,106.623333333333,120.923333333333,116.023333333333,0,1,2,1,1,1
2027,-8.068457,-34.899055,117.156666666667,116.323333333333,115.99,103.923333333333,123.556666666667,106.223333333333,1,1,2,1,1,1
2057,-8.068281,-34.890709,126.623333333333,130.89,136.49,116.89,92.29,128.623333333333,0,1,3,1,0,1
2030,-8.068453,-34.896824,109.59,124.09,115.956666666667,115.056666666667,120.39,117.59,0,1,2,1,1,0
1469,-8.069919,-34.89426,109.256666666667,126.723333333333,115.99,115.423333333333,106.09,116.623333333333,0,1,3,1,1,1
404,-8.075461,-34.892956,121.99,123.69,123.256666666667,114.156666666667,121.256666666667,130.223333333333,1,0,3,0,2,2
2029,-8.068454,-34.89138,105.89,125.94,124.44,116.69,113.14,118.74,0,1,3,1,0,1
2312,-8.066364,-34.893528,119.39,122.59,131.69,124.24,120.64,106.84,0,1,3,1,0,0
2625,-8.064294,-34.885437,114.056666666667,141.723333333333,132.99,125.49,136.456666666667,139.79,1,2,5,2,0,1
2801,-8.062943,-34.897297,130.756666666667,102.323333333333,124.856666666667,115.223333333333,125.823333333333,114.523333333333,1,2,3,2,1,0
748,-8.073196,-34.900597,126.29,117.556666666667,128.756666666667,124.423333333333,140.49,132.423333333333,1,1,1,1,2,2
2755,-8.063504,-34.886368,120.89,138.94,142.94,132.79,142.74,149.79,1,3,5,3,0,1
